% output_type: 'OUTPUT_TYPE_SUM'
% count: 2907
% sum: 11907.1

% time_sec throughput_kbps
1 0
2 0
3 94.208
4 163.84
5 163.84
6 163.84
7 163.84
8 163.84
9 163.84
10 163.84
11 163.84
12 163.84
13 163.84
14 163.84
15 163.84
16 163.84
17 163.84
18 163.84
19 163.84
20 163.84
21 163.84
22 163.84
23 163.84
24 163.84
25 163.84
26 163.84
27 163.84
28 163.84
29 163.84
30 163.84
31 163.84
32 163.84
33 163.84
34 163.84
35 163.84
36 163.84
37 163.84
38 163.84
39 163.84
40 163.84
41 163.84
42 163.84
43 163.84
44 163.84
45 163.84
46 163.84
47 163.84
48 163.84
49 163.84
50 163.84
51 163.84
52 163.84
53 163.84
54 163.84
55 163.84
56 163.84
57 163.84
58 163.84
59 163.84
60 163.84
61 163.84
62 163.84
63 163.84
64 163.84
65 163.84
66 163.84
67 163.84
68 163.84
69 163.84
70 163.84
71 163.84
72 163.84
73 163.84
74 163.84
75 131.072
76 49.152
77 0
78 0
79 0
80 0
81 0
82 0
83 0
84 0
85 0
86 0
87 0
88 0
89 0
90 0
91 0
92 0
93 0
94 0
95 0
96 0
97 0
98 0
99 0
100 0
101 0
102 0
103 0
104 0
105 0
106 0
107 0
108 0
109 0
110 0
111 0
112 0
113 0
114 0
115 0
116 0
117 0
118 0
119 0

