% output_type: 'OUTPUT_TYPE_SUM'
% count: 489
% sum: 2002.94

% time_sec throughput_kbps
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 0
18 0
19 0
20 0
21 0
22 0
23 0
24 0
25 0
26 0
27 0
28 0
29 0
30 0
31 0
32 0
33 0
34 0
35 0
36 0
37 0
38 0
39 20.48
40 40.96
41 40.96
42 40.96
43 40.96
44 40.96
45 40.96
46 40.96
47 40.96
48 40.96
49 40.96
50 40.96
51 40.96
52 40.96
53 40.96
54 40.96
55 40.96
56 40.96
57 40.96
58 40.96
59 40.96
60 40.96
61 40.96
62 40.96
63 40.96
64 40.96
65 40.96
66 40.96
67 40.96
68 40.96
69 40.96
70 40.96
71 40.96
72 40.96
73 40.96
74 40.96
75 40.96
76 40.96
77 40.96
78 40.96
79 40.96
80 40.96
81 40.96
82 40.96
83 40.96
84 40.96
85 40.96
86 40.96
87 40.96
88 16.384
89 0
90 0
91 0
92 0
93 0
94 0
95 0
96 0
97 0
98 0
99 0

