% output_type: 'OUTPUT_TYPE_SUM'
% count: 986
% sum: 4038.66

% time_sec throughput_kbps
1 0
2 24.576
3 53.248
4 36.864
5 40.96
6 40.96
7 40.96
8 40.96
9 40.96
10 40.96
11 40.96
12 40.96
13 40.96
14 40.96
15 40.96
16 40.96
17 40.96
18 40.96
19 40.96
20 40.96
21 40.96
22 40.96
23 40.96
24 40.96
25 40.96
26 40.96
27 40.96
28 40.96
29 40.96
30 40.96
31 40.96
32 40.96
33 40.96
34 40.96
35 40.96
36 40.96
37 40.96
38 40.96
39 40.96
40 40.96
41 40.96
42 40.96
43 40.96
44 40.96
45 40.96
46 40.96
47 40.96
48 40.96
49 40.96
50 40.96
51 40.96
52 40.96
53 24.576
54 53.248
55 45.056
56 36.864
57 40.96
58 40.96
59 40.96
60 40.96
61 40.96
62 40.96
63 40.96
64 40.96
65 40.96
66 40.96
67 40.96
68 40.96
69 40.96
70 40.96
71 40.96
72 40.96
73 40.96
74 40.96
75 40.96
76 40.96
77 40.96
78 40.96
79 40.96
80 40.96
81 40.96
82 40.96
83 40.96
84 40.96
85 12.288
86 65.536
87 40.96
88 40.96
89 40.96
90 40.96
91 40.96
92 40.96
93 40.96
94 40.96
95 40.96
96 40.96
97 40.96
98 40.96
99 40.96

