% output_type: 'OUTPUT_TYPE_SUM'
% count: 373
% sum: 1527.81

% time_sec throughput_kbps
1 0
2 32.768
3 40.96
4 40.96
5 40.96
6 40.96
7 40.96
8 40.96
9 40.96
10 40.96
11 40.96
12 40.96
13 40.96
14 40.96
15 40.96
16 40.96
17 40.96
18 40.96
19 40.96
20 40.96
21 40.96
22 40.96
23 40.96
24 40.96
25 40.96
26 40.96
27 40.96
28 40.96
29 40.96
30 40.96
31 40.96
32 40.96
33 40.96
34 40.96
35 40.96
36 40.96
37 40.96
38 40.96
39 20.48
40 0
41 0
42 0
43 0
44 0
45 0
46 0
47 0
48 0
49 0
50 0
51 0
52 0
53 0
54 0
55 0
56 0
57 0
58 0
59 0
60 0
61 0
62 0
63 0
64 0
65 0
66 0
67 0
68 0
69 0
70 0
71 0
72 0
73 0
74 0
75 0
76 0
77 0
78 0
79 0
80 0
81 0
82 0
83 0
84 0
85 0
86 0
87 0
88 0
89 0
90 0
91 0
92 0
93 0
94 0
95 0
96 0
97 0
98 0
99 0

