% output_type: 'OUTPUT_TYPE_SUM'
% count: 1607
% sum: 6582.27

% time_sec throughput_kbps
1 0
2 0
3 0
4 0
5 8.192
6 40.96
7 40.96
8 40.96
9 40.96
10 40.96
11 40.96
12 40.96
13 40.96
14 49.152
15 81.92
16 81.92
17 81.92
18 81.92
19 81.92
20 81.92
21 81.92
22 81.92
23 81.92
24 81.92
25 81.92
26 81.92
27 81.92
28 81.92
29 81.92
30 81.92
31 81.92
32 81.92
33 81.92
34 81.92
35 81.92
36 81.92
37 86.016
38 122.88
39 122.88
40 122.88
41 122.88
42 122.88
43 122.88
44 122.88
45 122.88
46 122.88
47 122.88
48 122.88
49 122.88
50 122.88
51 122.88
52 122.88
53 122.88
54 122.88
55 122.88
56 122.88
57 81.92
58 81.92
59 81.92
60 81.92
61 81.92
62 81.92
63 81.92
64 81.92
65 81.92
66 81.92
67 81.92
68 81.92
69 81.92
70 45.056
71 40.96
72 40.96
73 40.96
74 40.96
75 40.96
76 40.96
77 40.96
78 40.96
79 40.96
80 40.96
81 40.96
82 40.96
83 40.96
84 40.96
85 40.96
86 40.96
87 40.96
88 40.96
89 40.96
90 40.96
91 40.96
92 4.096
93 0
94 0
95 0
96 0
97 0
98 0
99 0

